일련번호,이름,생년,생월,생일,성별,나이,거주시도,휴대폰,학력,혼인여부,주거형태,직업종류코드,직업종류,월소득액,고객등급코드,월 카드 이용 총 금액,신용카드 일시불 이용금액,신용카드 할부 이용금액 합,총 대출 금액,신용등급,개설 카드 개수
7107,후용석,2015,1,1,여,4,인천광역시,010-3497-0858,대졸,재혼,가족소유,2,전문직,266608487,0,170000,64000,10000,45390000,8,6
7108,유문량,1961,11,20,남,58,전라북도,010-3546-2802,초졸,미혼,월세,3,자영업,283363297,1,170000,82000,6000,45420000,8,7
7109,가수철,1941,11,12,남,78,충청북도,010-4611-4908,초대졸,비혼,자가소유,3,자영업,419791758,0,180000,74000,5000,44660000,6,9
7110,하혜정,2014,3,9,남,5,전라남도,010-9378-6017,초졸,기혼,자가소유,8,무직,323804808,0,170000,78000,6000,44590000,9,8
7111,하아솔,1990,9,26,여,29,광주광역시,010-1280-8317,박사,기혼,자가소유,6,주부,454749550,0,170000,77000,10000,44360000,10,6
7112,문문량,2006,8,12,남,13,부산광역시,010-1133-3763,박사,이혼,가족소유,6,주부,71208798,0,170000,76000,9000,44350000,8,2
7113,선으뜸,1972,4,27,여,47,전라북도,010-1263-8051,박사,사별,월세,0,NULL,290156629,1,170000,75000,11000,44870000,6,9
7114,즙영일,1967,1,18,남,52,경기도,010-1653-1285,박사,사실혼,전세,7,학생,161084568,1,180000,79000,8000,45120000,10,1
7115,단정순,1971,11,30,여,48,대전광역시,010-0016-5581,석사,기혼,가족소유,8,무직,164186030,3,180000,80000,9000,45110000,10,1
7116,단주선,1937,4,9,남,82,경상남도,010-8660-0760,초대졸,사실혼,월세,8,무직,159233288,1,190000,87000,8000,45800000,5,8
7117,음윤성,1971,5,25,여,48,서울특별시,010-1999-3588,중졸,재혼,전세,7,학생,208178964,1,190000,87000,9000,46250000,3,4
7118,춘영일,1976,10,22,여,43,부산광역시,010-6556-4095,박사,기혼,자가소유,1,회사원,309661604,2,190000,87000,12000,46370000,8,5
7119,표민철,1972,2,15,여,47,서울특별시,010-9305-4388,대졸,재혼,월세,9,기타,114396696,1,200000,93000,8000,47260000,2,8
7120,조영아,1960,11,6,여,59,대구광역시,010-8223-1873,박사,미혼,자가소유,3,자영업,418442692,0,180000,85000,16000,46670000,6,4
7121,문기훈,1944,8,23,여,75,충청남도,010-5133-1855,중졸,비혼,월세,6,주부,199949054,1,220000,103000,19000,46420000,6,6
7122,도우혁,1973,11,12,여,46,제주특별자치도,010-6486-5685,초졸,이혼,전세,7,학생,248875690,2,200000,93000,17000,46500000,4,2
7123,묘지완,1941,10,5,남,78,전라남도,010-9673-0936,박사,이혼,전세,1,회사원,320681308,2,220000,106000,15000,47130000,8,4
7124,옹보규,1973,7,25,남,46,대전광역시,010-6457-1078,대졸,미혼,가족소유,8,무직,47363552,0,210000,95000,19000,47380000,7,3
7125,환승호,1959,12,14,여,60,세종특별자치시,010-4415-4137,초대졸,미혼,전세,7,학생,206957455,0,210000,96000,13000,47410000,1,8
7126,구태일,1962,5,9,여,57,전라북도,010-7285-3365,초졸,비혼,전세,6,주부,123001644,0,210000,100000,11000,47350000,6,8
7127,대현미,1991,12,3,남,28,제주특별자치도,010-7416-2610,초졸,사별,가족소유,8,무직,132272275,0,230000,108000,11000,47530000,8,8
7128,채보람,1987,5,2,여,32,제주특별자치도,010-5556-1777,초졸,사별,전세,1,회사원,98489969,1,220000,94000,11000,48060000,8,5
7129,궉슬기,1993,11,14,남,26,대전광역시,010-0019-5354,초대졸,사실혼,자가소유,8,무직,172568511,1,210000,96000,11000,48180000,6,7
7130,영정진,1964,10,13,여,55,경상북도,010-5688-8339,중졸,이혼,자가소유,3,자영업,238680387,1,160000,61000,8000,48720000,8,9
7131,정세훈,1964,1,25,남,55,대구광역시,010-0453-7124,중졸,미혼,월세,6,주부,152377296,1,120000,44000,4000,47180000,9,7
7132,황바다,2004,5,26,여,15,경기도,010-8001-5298,대졸,사별,전세,6,주부,297249880,0,100000,43000,5000,47740000,10,4
7133,대단비,1938,8,9,남,81,경상북도,010-7715-6824,초졸,재혼,월세,3,자영업,214932033,1,120000,50000,8000,47970000,3,2
7134,최철우,1995,9,18,여,24,서울특별시,010-0085-1786,중졸,재혼,자가소유,6,주부,311237647,1,120000,48000,4000,48230000,8,0
7135,풍인성,2016,7,6,남,3,경기도,010-5251-2743,대졸,사별,전세,8,무직,62612443,1,120000,50000,2000,48370000,9,7
7136,염재일,1949,3,20,여,70,전라남도,010-8198-9579,초대졸,이혼,자가소유,8,무직,279104441,0,120000,50000,9000,48600000,3,5
7137,정혜정,1994,3,30,남,25,서울특별시,010-3048-9617,박사,이혼,가족소유,3,자영업,25468605,0,130000,52000,4000,48720000,1,3
7138,제월영,1986,9,24,여,33,전라남도,010-4237-8811,석사,기혼,자가소유,3,자영업,314205387,0,130000,51000,6000,48870000,5,7
7139,신아란,1940,1,7,여,79,대구광역시,010-8983-0967,대졸,비혼,월세,3,자영업,489522983,1,130000,50000,3000,48840000,5,9
7140,자민희,2003,12,22,남,16,충청북도,010-9923-3038,중졸,기혼,자가소유,8,무직,186888738,0,140000,49000,5000,49390000,2,0
7141,우이란,2015,10,12,남,4,경상남도,010-4205-4690,중졸,이혼,전세,6,주부,340878686,3,140000,50000,7000,49620000,2,1
7142,목순자,1979,7,10,남,40,전라북도,010-7868-2779,석사,기혼,가족소유,0,NULL,342700065,0,130000,52000,2000,49720000,1,8
7143,최수혜,1981,2,30,남,38,서울특별시,010-8552-1521,중졸,미혼,전세,0,NULL,216205519,0,130000,57000,1000,51160000,9,6
7144,옥민희,1977,4,5,여,42,경기도,010-9938-7139,대졸,사별,자가소유,6,주부,483439641,0,120000,48000,2000,51610000,8,4
7145,윤건호,1999,10,18,여,20,경상북도,010-0488-3756,석사,사별,월세,0,NULL,134349929,0,150000,60000,15000,50700000,7,3
7146,나은설,2013,1,2,여,6,강원도,010-7382-8702,초대졸,재혼,월세,6,주부,417307251,0,140000,61000,9000,50480000,2,2
7147,옥민경,1993,9,10,여,26,세종특별자치시,010-3313-9837,초대졸,재혼,월세,6,주부,63660279,0,160000,65000,6000,51410000,2,6
7148,연훈규,1942,3,28,남,77,경상북도,010-0929-8947,중졸,사실혼,월세,9,기타,167655887,0,150000,61000,3000,51030000,8,3
7149,은영리,1937,3,22,여,82,세종특별자치시,010-8050-6894,초졸,이혼,자가소유,7,학생,262231792,1,160000,62000,5000,51740000,5,8
7150,유주혁,1967,8,16,여,52,충청북도,010-3830-2259,박사,사실혼,자가소유,7,학생,489575737,0,160000,60000,10000,52080000,3,0
7151,삼익수,1985,8,19,여,34,서울특별시,010-3383-5223,박사,비혼,가족소유,0,NULL,163598822,0,170000,68000,9000,51720000,7,5
7152,가미현,1994,3,9,여,25,전라남도,010-7303-3495,석사,비혼,전세,6,주부,11484081,1,160000,64000,10000,52680000,4,1
7153,은순자,1990,6,16,남,29,경기도,010-2932-6570,중졸,재혼,자가소유,4,계열사직원,294630836,0,160000,62000,7000,52920000,1,2
7154,기가람,1984,8,21,남,35,인천광역시,010-7586-7231,초졸,이혼,전세,8,무직,284152205,1,150000,68000,4000,52620000,7,6
7155,염은설,1982,2,11,남,37,전라북도,010-4568-3583,대졸,사실혼,자가소유,6,주부,417553020,3,90000,35000,2000,51510000,6,2
7156,궉기훈,2012,10,5,여,7,충청남도,010-9055-4746,석사,비혼,자가소유,7,학생,180878526,0,90000,38000,1000,51940000,10,2
7157,호으뜸,1971,10,12,남,48,서울특별시,010-8383-7875,초졸,기혼,전세,8,무직,354765685,0,100000,38000,1000,51800000,8,0
7158,궉기훈,2004,1,30,남,15,강원도,010-8026-3190,초대졸,사별,전세,6,주부,178420869,1,90000,39000,1000,51420000,10,6
7159,이선희,2002,4,11,여,17,대전광역시,010-7461-6415,초졸,재혼,자가소유,6,주부,32117526,0,100000,39000,1000,51800000,3,5
7160,호선희,1955,2,8,남,64,광주광역시,010-8069-2102,대졸,사별,자가소유,1,회사원,424652487,2,100000,39000,3000,51030000,8,4
7161,국기쁨,1944,12,6,여,75,제주특별자치도,010-5235-7356,중졸,기혼,월세,3,자영업,14672621,0,100000,39000,4000,51100000,8,6
7162,도경호,1946,7,14,남,73,경기도,010-4418-7739,박사,이혼,가족소유,3,자영업,284419233,0,100000,41000,3000,51200000,6,7
7163,감인성,1957,10,1,남,62,제주특별자치도,010-8009-4513,대졸,이혼,자가소유,6,주부,303584234,1,100000,41000,3000,51260000,4,4
7164,내승탁,1995,5,7,여,24,제주특별자치도,010-2639-6649,석사,사별,자가소유,0,NULL,97197372,2,100000,40000,4000,51620000,4,6
7165,구지원,1943,9,23,남,76,경상북도,010-3642-8685,박사,미혼,가족소유,0,NULL,426663068,2,100000,39000,1000,52000000,1,7
7166,용윤성,1973,6,10,남,46,제주특별자치도,010-4969-1246,중졸,사별,가족소유,3,자영업,333693421,1,110000,45000,5000,53770000,5,3
7167,섭선화,2013,7,25,여,6,세종특별자치시,010-1548-0846,대졸,사별,전세,0,NULL,471668719,0,110000,47000,3000,55780000,8,9
7168,제철훈,1956,2,27,남,63,충청북도,010-2221-7551,중졸,사별,자가소유,0,NULL,417212382,0,100000,42000,4000,56070000,2,4
7169,시유정,1977,11,16,여,42,서울특별시,010-1570-0710,초졸,사실혼,가족소유,1,회사원,476186309,0,120000,50000,2000,55840000,1,4
7170,만영리,1954,2,31,여,65,경기도,010-6217-1876,초졸,미혼,전세,6,주부,321438404,1,110000,47000,3000,55740000,7,3
7171,아근수,1961,1,2,여,58,서울특별시,010-7303-5121,초대졸,사실혼,자가소유,5,군인,130470749,0,120000,50000,2000,55430000,7,3
7172,매영일,1937,2,4,여,82,전라북도,010-5161-3505,초대졸,이혼,가족소유,8,무직,193339674,0,120000,51000,5000,55470000,1,9
7173,후일목,1939,10,25,여,80,제주특별자치도,010-7603-8889,초졸,미혼,월세,0,NULL,272869840,0,110000,48000,3000,56020000,3,7
7174,즙로운,1947,10,23,여,72,제주특별자치도,010-6316-0567,중졸,재혼,가족소유,8,무직,357515900,1,120000,49000,4000,56020000,4,7
7175,증율성,1970,7,9,여,49,강원도,010-5977-3461,석사,사실혼,가족소유,8,무직,356730689,1,130000,54000,5000,55920000,2,2
7176,도혜승,1977,3,5,여,42,인천광역시,010-3429-4066,대졸,기혼,월세,7,학생,275430054,0,120000,47000,5000,56200000,1,1
7177,교효민,1954,6,9,남,65,제주특별자치도,010-5445-3199,초대졸,비혼,자가소유,0,NULL,483128491,2,130000,54000,5000,56450000,2,4
7178,도민주,1939,12,26,여,80,서울특별시,010-2791-1848,석사,사실혼,월세,3,자영업,280403850,3,160000,61000,3000,38330000,8,3
7179,성영일,1958,12,21,남,61,광주광역시,010-1977-7065,초대졸,미혼,자가소유,6,주부,364658939,0,100000,36000,1000,37660000,8,0
7180,음상혁,2011,4,31,남,8,강원도,010-7964-5748,초졸,이혼,가족소유,7,학생,90649549,1,90000,37000,2000,37880000,2,1
7181,요민익,2011,4,30,남,8,경기도,010-1127-1100,중졸,재혼,월세,0,NULL,234916437,0,130000,56000,4000,37920000,10,9
7182,왕혜정,2003,10,20,여,16,경기도,010-4423-2228,초대졸,비혼,전세,3,자영업,168979185,2,130000,49000,2000,37950000,7,3
7183,사유성,2004,4,6,남,15,부산광역시,010-4605-8771,석사,이혼,자가소유,0,NULL,213521879,0,160000,61000,1000,38080000,5,0
7184,해준탁,1944,10,19,여,75,경기도,010-9894-8351,대졸,사실혼,가족소유,3,자영업,326845352,0,120000,49000,1000,38260000,5,6
7185,단영희,1986,3,3,여,33,대전광역시,010-2005-3675,박사,재혼,전세,7,학생,424603842,0,120000,51000,2000,38530000,10,2
7186,모우혁,2002,6,29,남,17,충청남도,010-3970-4398,초졸,이혼,가족소유,8,무직,196838654,3,120000,50000,1000,38810000,3,1
7187,민은숙,1999,2,17,여,20,전라남도,010-6025-3556,석사,미혼,월세,0,NULL,21282537,0,130000,49000,2000,39060000,4,6
7188,근기훈,1955,11,23,남,64,제주특별자치도,010-2515-8221,석사,비혼,가족소유,7,학생,56277365,0,130000,49000,4000,39100000,3,1
7189,원성웅,1940,4,24,남,79,전라북도,010-0886-2767,중졸,비혼,전세,0,NULL,340171874,0,120000,49000,5000,39210000,3,7
7190,옥현택,1967,1,10,여,52,전라남도,010-0787-3152,박사,비혼,전세,3,자영업,346785977,0,130000,50000,2000,39220000,3,9
7191,류윤주,1936,3,17,남,83,전라남도,010-6048-1475,초대졸,사별,전세,9,기타,44709564,0,130000,57000,5000,40510000,7,8
7192,승태형,1978,9,16,남,41,서울특별시,010-6054-2003,대졸,사실혼,가족소유,3,자영업,232982185,1,130000,50000,1000,40300000,8,8
7193,누현정,1989,9,6,남,30,충청남도,010-1997-5891,대졸,이혼,전세,8,무직,170766671,2,140000,58000,3000,40040000,4,3
7194,정문량,2008,4,12,여,11,서울특별시,010-4058-8701,대졸,사실혼,자가소유,0,NULL,436711473,2,140000,57000,3000,40030000,1,8
7195,십진아,1996,11,18,남,23,충청남도,010-8151-6529,초대졸,이혼,자가소유,3,자영업,258829599,0,160000,58000,6000,39910000,2,7
7196,단태민,1956,11,23,여,63,서울특별시,010-5151-2196,중졸,사실혼,가족소유,0,NULL,349149120,0,140000,58000,3000,39970000,2,7
7197,차정심,1958,4,5,여,61,전라남도,010-6654-5870,대졸,재혼,전세,3,자영업,193276318,0,150000,58000,3000,40040000,10,8
7198,서유정,2002,9,3,남,17,경기도,010-7105-3073,중졸,사별,가족소유,6,주부,323447100,1,150000,61000,2000,40560000,4,4
7199,포철우,1957,11,19,남,62,경상북도,010-3371-6072,초대졸,기혼,가족소유,6,주부,281056574,1,170000,68000,5000,40300000,6,6
7200,소윤서,1940,12,28,여,79,울산광역시,010-2662-3061,석사,사별,월세,6,주부,53812539,2,150000,60000,5000,41320000,7,2
7201,기윤성,2007,12,27,남,12,경기도,010-1523-7948,박사,미혼,전세,7,학생,113800154,0,150000,58000,2000,41560000,1,7
7202,천단비,1970,8,25,여,49,세종특별자치시,010-2714-1554,초졸,비혼,가족소유,6,주부,289768937,1,90000,28000,4000,28610000,9,4
7203,신영록,1974,3,7,여,45,서울특별시,010-2693-6656,초대졸,사별,월세,8,무직,227995851,0,50000,17000,1000,29410000,6,3
7204,주윤설,1951,6,31,남,68,경상북도,010-6437-5545,석사,미혼,자가소유,8,무직,267587597,0,50000,17000,2000,29530000,5,5
7205,점경호,2004,10,25,남,15,전라남도,010-7276-9348,중졸,비혼,가족소유,0,NULL,250557568,0,70000,22000,1000,29570000,1,7
7206,문효민,1948,7,17,여,71,서울특별시,010-0117-9349,초대졸,이혼,가족소유,6,주부,281920163,0,70000,22000,3000,29510000,1,4
7207,초상현,1938,11,6,남,81,제주특별자치도,010-8674-3450,박사,사별,월세,6,주부,107694752,0,70000,24000,2000,29450000,1,6
7208,십선희,1966,9,22,여,53,전라북도,010-1101-8163,초대졸,미혼,월세,6,주부,77699491,0,70000,27000,2000,29550000,10,0
7209,좌은혜,1996,10,25,남,23,경기도,010-3606-3214,초대졸,재혼,자가소유,6,주부,323197714,1,70000,25000,1000,29750000,5,1
7210,채선용,1947,4,25,남,72,인천광역시,010-3456-9295,대졸,미혼,월세,3,자영업,206701005,0,60000,23000,2000,29610000,10,9
7211,경문량,1981,4,28,여,38,전라북도,010-7794-0367,중졸,비혼,가족소유,7,학생,38727961,1,70000,26000,3000,29590000,2,7
7212,팽영철,1948,9,2,여,71,경기도,010-0026-2433,초대졸,비혼,가족소유,6,주부,329553883,0,70000,24000,3000,29920000,10,3
7213,옹기쁨,1981,4,12,남,38,부산광역시,010-6300-7561,초졸,기혼,월세,0,NULL,158859259,1,70000,25000,2000,30100000,9,8
7214,개혜정,1955,11,2,남,64,세종특별자치시,010-3712-2186,초대졸,사별,월세,3,자영업,326473972,1,80000,26000,2000,30750000,8,2
7215,미용석,1985,11,10,여,34,제주특별자치도,010-0637-5368,초대졸,사실혼,전세,7,학생,10755734,3,70000,30000,4000,31720000,8,1
7216,계태민,1964,11,26,여,55,서울특별시,010-7406-9409,대졸,비혼,월세,1,회사원,322160844,0,70000,26000,2000,32060000,7,3
7217,오수혜,1973,6,6,여,46,세종특별자치시,010-5453-0271,박사,미혼,월세,6,주부,135969965,0,90000,34000,6000,32140000,2,8
7218,안신욱,1961,11,24,남,58,강원도,010-8881-2520,중졸,재혼,가족소유,7,학생,372305224,0,80000,31000,2000,32080000,4,7
7219,류유선,1968,9,31,여,51,강원도,010-8345-9413,초졸,비혼,가족소유,0,NULL,370540002,0,90000,35000,2000,32020000,5,5
7220,경태형,1992,1,24,남,27,충청남도,010-0915-2876,석사,사실혼,자가소유,1,회사원,444690319,0,90000,31000,3000,31990000,8,4
7221,호건호,1975,2,12,남,44,광주광역시,010-2472-6735,초졸,사별,가족소유,0,NULL,22588130,3,80000,29000,3000,31710000,8,9
7222,옥진호,1996,1,20,남,23,충청남도,010-7910-9605,박사,재혼,자가소유,6,주부,424448353,0,80000,30000,3000,31550000,10,7
7223,필선빈,1973,11,19,남,46,충청남도,010-0647-4798,대졸,이혼,월세,8,무직,244821407,0,90000,35000,1000,31590000,9,7
7224,표성웅,2005,2,16,여,14,서울특별시,010-6573-8909,초대졸,사실혼,전세,0,NULL,434649146,1,90000,29000,2000,31540000,2,0
7225,허선빈,2006,10,5,여,13,경기도,010-8527-1665,초졸,기혼,월세,1,회사원,411437591,1,90000,29000,2000,31570000,5,9
7226,옹상현,1984,5,3,여,35,강원도,010-6569-1708,중졸,사별,월세,6,주부,339942127,0,110000,40000,4000,41390000,1,5
7227,곡대경,1994,3,26,여,25,충청북도,010-0472-7179,석사,이혼,전세,9,기타,382130979,0,70000,29000,2000,41540000,7,0
7228,평지원,1953,8,5,남,66,울산광역시,010-0970-1677,초졸,사실혼,월세,7,학생,419623761,0,60000,26000,2000,41970000,3,3
7229,곽민주,1956,7,19,여,63,경기도,010-8575-7616,중졸,사별,전세,8,무직,71069499,0,70000,29000,6000,41750000,7,4
7230,태희진,1970,9,2,남,49,대전광역시,010-4008-8916,중졸,미혼,가족소유,3,자영업,356045854,3,70000,30000,1000,42310000,5,5
7231,원호준,1971,7,2,남,48,울산광역시,010-2034-3572,박사,재혼,가족소유,0,NULL,95746207,3,80000,31000,3000,42510000,8,0
7232,판미화,1971,5,20,남,48,대전광역시,010-9360-4863,대졸,이혼,자가소유,7,학생,208622117,0,80000,32000,2000,43190000,4,6
7233,조별빛,1973,7,13,여,46,경기도,010-5998-0068,석사,이혼,자가소유,3,자영업,228162006,3,80000,32000,3000,43050000,5,8
7234,안유미,2007,6,25,여,12,광주광역시,010-6524-7948,중졸,재혼,전세,0,NULL,264592369,1,80000,32000,2000,43420000,4,4
7235,명이란,1940,10,7,남,79,전라북도,010-3074-0310,석사,사별,자가소유,0,NULL,296276999,2,80000,30000,1000,43890000,7,5
7236,환영일,1986,11,2,남,33,경기도,010-7786-5326,중졸,이혼,월세,0,NULL,363666873,0,80000,32000,2000,44120000,6,5
7237,섭민주,1969,7,1,남,50,경상남도,010-9417-5390,박사,미혼,가족소유,0,NULL,374014477,0,80000,29000,1000,44260000,5,6
7238,천문도,1963,10,12,여,56,경상북도,010-6476-7332,초대졸,재혼,자가소유,6,주부,411386153,0,90000,33000,1000,44470000,9,8
7239,현성웅,1946,2,4,여,73,대전광역시,010-0868-0736,중졸,비혼,월세,8,무직,455959433,3,80000,36000,1000,45250000,8,1
7240,궁혜선,2009,12,16,남,10,울산광역시,010-9479-3657,대졸,사별,가족소유,6,주부,194049862,3,80000,33000,2000,45690000,5,5
7241,민지헌,2002,11,30,여,17,경상남도,010-4122-1522,대졸,미혼,전세,6,주부,136655574,0,90000,37000,3000,45450000,9,2
7242,운재연,1942,7,11,여,77,강원도,010-1809-0594,초졸,이혼,월세,0,NULL,396170365,1,90000,36000,3000,46340000,9,0
7243,엽수지,1982,1,24,남,37,전라남도,010-7366-8493,석사,이혼,월세,8,무직,317788092,2,100000,37000,4000,46360000,4,6
7244,궉건희,1989,4,3,남,30,서울특별시,010-2809-1749,초졸,사실혼,가족소유,6,주부,284857961,0,90000,37000,4000,46130000,10,1
7245,엽윤찬,1994,1,30,여,25,경기도,010-9894-4608,초졸,사실혼,가족소유,0,NULL,34454813,1,90000,36000,2000,45880000,7,5
7246,남주엽,1998,5,13,여,21,제주특별자치도,010-9642-9352,박사,기혼,자가소유,6,주부,264614667,1,90000,37000,3000,45570000,10,1
7247,구재연,1937,9,10,남,82,충청북도,010-4898-1131,중졸,사별,전세,6,주부,177396111,0,100000,39000,6000,46050000,4,1
7248,전윤성,2007,5,31,남,12,서울특별시,010-9540-9648,석사,사별,자가소유,0,NULL,440531618,0,100000,38000,3000,46110000,2,2
7249,원정태,1974,8,12,남,45,전라북도,010-6786-5470,박사,기혼,월세,6,주부,388084211,0,130000,40000,3000,46790000,6,9
7250,사재연,1952,3,16,여,67,전라북도,010-7367-5186,박사,이혼,자가소유,8,무직,415562443,0,140000,51000,9000,44980000,5,9
7251,초선화,1955,3,19,여,64,제주특별자치도,010-8599-8502,대졸,사별,가족소유,4,계열사직원,392669107,1,90000,35000,6000,45120000,7,9
7252,장상현,2006,6,11,남,13,광주광역시,010-3279-0047,석사,사별,월세,6,주부,150546869,0,80000,35000,5000,45280000,3,6
7253,교순자,1959,9,19,남,60,세종특별자치시,010-7656-7676,초졸,사별,가족소유,6,주부,130565397,0,100000,38000,6000,45480000,1,3
7254,진원준,2014,3,14,남,5,전라남도,010-2866-4235,석사,비혼,가족소유,3,자영업,32381369,0,90000,36000,6000,45550000,8,6
7255,창경헌,1981,6,14,여,38,서울특별시,010-8055-2516,초대졸,사별,자가소유,6,주부,224638462,0,100000,41000,7000,45700000,5,9
7256,나준탁,1943,9,2,여,76,경기도,010-0730-0644,초대졸,재혼,월세,2,전문직,86141908,1,100000,41000,8000,45860000,1,8
7257,우승탁,1983,7,7,남,36,경상북도,010-9619-2887,박사,재혼,월세,3,자영업,210010651,1,100000,41000,6000,45830000,5,1
7258,동영희,1967,4,22,남,52,서울특별시,010-1753-6532,박사,이혼,자가소유,6,주부,387020673,1,100000,41000,8000,45830000,8,2
7259,음경주,1952,7,28,남,67,충청북도,010-4654-0454,박사,사별,자가소유,8,무직,87926365,0,100000,40000,5000,46050000,3,4
7260,유윤설,1999,5,17,남,20,경상남도,010-4202-2454,석사,미혼,자가소유,6,주부,348682618,0,110000,40000,6000,46390000,4,6
7261,손진우,1957,5,28,여,62,서울특별시,010-8867-6635,대졸,미혼,전세,3,자영업,232741207,0,110000,41000,8000,46580000,10,4
7262,목종덕,1994,9,11,여,25,대구광역시,010-0673-2968,중졸,비혼,자가소유,0,NULL,483773871,0,120000,43000,9000,46360000,9,4
7263,소은경,2007,2,12,남,12,부산광역시,010-4518-9395,중졸,사실혼,자가소유,0,NULL,480889560,0,120000,49000,6000,47600000,2,0
7264,현민희,1944,8,11,남,75,경상남도,010-3817-0822,초대졸,이혼,월세,8,무직,320243606,0,110000,42000,4000,48290000,5,2
7265,후희관,1944,12,3,남,75,광주광역시,010-4997-9625,박사,이혼,전세,3,자영업,430447117,0,120000,51000,9000,48490000,5,9
7266,국기석,1986,4,25,남,33,전라북도,010-6667-2295,중졸,이혼,전세,3,자영업,72428987,2,120000,48000,6000,48570000,10,1
7267,하자철,1993,2,27,여,26,제주특별자치도,010-8773-5870,초졸,미혼,전세,0,NULL,253288237,0,120000,51000,4000,48860000,2,9
7268,최혜승,1994,11,24,남,25,울산광역시,010-6441-9393,초대졸,사실혼,전세,7,학생,82558034,1,120000,49000,5000,49400000,7,7
7269,금기석,1998,11,21,여,21,전라남도,010-1214-2876,중졸,비혼,전세,8,무직,250482702,1,130000,51000,6000,49260000,1,1
7270,판경완,1978,4,4,남,41,서울특별시,010-0657-4592,초졸,사실혼,가족소유,6,주부,80916502,3,120000,51000,6000,49650000,10,8
7271,손준오,2008,9,30,여,11,전라남도,010-1477-4546,중졸,미혼,가족소유,8,무직,275091371,0,130000,53000,6000,49460000,10,8
7272,고은경,1996,6,19,여,23,경상남도,010-2652-0656,중졸,사실혼,가족소유,6,주부,444719439,1,120000,48000,6000,49910000,4,8
7273,좌대경,1996,5,5,남,23,광주광역시,010-5488-8919,중졸,기혼,월세,1,회사원,233264629,0,140000,54000,5000,50080000,6,2
7274,엽승희,1991,1,3,남,28,광주광역시,010-2711-5394,석사,미혼,월세,3,자영업,96267620,0,250000,115000,9000,54320000,8,7
7275,위유정,1975,9,2,여,44,강원도,010-9050-2464,박사,기혼,월세,2,전문직,286539672,0,190000,103000,5000,50000000,5,6
7276,한영철,2012,9,16,남,7,전라남도,010-0495-6048,초대졸,재혼,자가소유,6,주부,275861422,2,170000,82000,8000,55560000,8,3
7277,나정철,1993,10,15,여,26,대구광역시,010-4156-4896,중졸,기혼,가족소유,8,무직,474192551,0,190000,89000,9000,56160000,9,5
7278,옥시진,1943,3,10,여,76,제주특별자치도,010-1213-7425,대졸,재혼,가족소유,6,주부,126123874,0,180000,91000,9000,56860000,4,3
7279,제은숙,1975,8,10,여,44,울산광역시,010-3981-4610,석사,이혼,전세,6,주부,26636222,0,200000,106000,10000,57780000,6,2
7280,제흥민,1941,8,4,남,78,부산광역시,010-7299-3325,초대졸,기혼,월세,8,무직,102781242,0,210000,103000,6000,58160000,1,7
7281,민현승,2000,8,2,여,19,충청북도,010-3604-6302,석사,사실혼,월세,0,NULL,205491838,0,200000,103000,5000,59500000,10,2
7282,창용규,1975,5,16,여,44,경상북도,010-5604-7694,중졸,사별,가족소유,7,학생,358477283,1,190000,94000,9000,60300000,3,7
7283,필태민,1938,9,31,여,81,전라남도,010-5931-3477,대졸,재혼,가족소유,1,회사원,389294534,2,220000,105000,6000,61230000,5,1
7284,조민희,1999,3,25,남,20,전라북도,010-7878-7770,석사,사실혼,가족소유,3,자영업,385521830,0,210000,105000,19000,63210000,5,6
7285,매준혁,1943,8,18,여,76,광주광역시,010-4914-6346,중졸,사별,월세,6,주부,410516005,1,210000,101000,8000,63770000,7,7
7286,모무현,2012,4,28,남,7,제주특별자치도,010-7164-4222,초졸,비혼,가족소유,3,자영업,447678822,0,220000,112000,14000,67990000,5,8
7287,곡건희,1988,4,24,여,31,경기도,010-5809-2506,대졸,기혼,자가소유,0,NULL,237635228,0,220000,111000,8000,70220000,4,0
7288,설철수,2004,1,8,남,15,전라북도,010-2691-0909,초졸,기혼,월세,7,학생,147086872,0,190000,88000,16000,71370000,10,2
7289,동진아,2004,8,21,남,15,광주광역시,010-1878-4189,중졸,사실혼,월세,3,자영업,337413182,3,200000,105000,5000,71410000,5,7
7290,춘영아,1975,10,22,남,44,경상남도,010-4777-9841,대졸,사별,전세,3,자영업,36448060,1,200000,95000,6000,71110000,1,3
7291,손준오,1973,10,9,여,46,경상북도,010-3036-3577,초대졸,사실혼,자가소유,3,자영업,128595478,2,200000,98000,10000,72000000,9,6
7292,내윤성,1981,7,11,남,38,서울특별시,010-4638-5033,석사,비혼,월세,3,자영업,437748584,0,200000,96000,8000,71330000,8,5
7293,류치홍,1945,12,25,남,74,강원도,010-9659-7631,석사,미혼,전세,7,학생,69148221,0,170000,82000,7000,72040000,5,2
7294,미바다,1956,8,12,여,63,대구광역시,010-4859-1442,초대졸,재혼,가족소유,8,무직,398332521,3,140000,74000,1000,72710000,3,6
7295,추병호,1974,7,4,여,45,서울특별시,010-5967-1666,초대졸,비혼,전세,1,회사원,327164677,0,170000,82000,8000,74490000,1,6
7296,추건희,1958,11,6,여,61,세종특별자치시,010-9344-1301,박사,미혼,가족소유,3,자영업,182637515,0,160000,74000,7000,75390000,3,1
7297,권건호,1990,3,28,여,29,제주특별자치도,010-5636-1660,석사,비혼,월세,3,자영업,486777615,2,160000,77000,12000,74900000,9,3
